episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,episode_reward_max_adapt_1,episode_reward_mean_adapt_1,episode_reward_min_adapt_1,adaptation_delta,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,info/num_steps_sampled,info/num_steps_trained_this_iter,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/kl_loss,info/learner/default_policy/learner_stats/inner_kl,info/learner/default_policy/learner_stats/entropy
-264.5,-1149.8000000000004,-660.3500000000006,nan,0,2,8800,800,0,-197.6999999999999,-702.4250000000004,-1102.0000000000005,-42.07499999999982,False,0,11,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-33-55,1651512835,2.9722049236297607,38.577794551849365,74326,Myless-MBP.lan,127.0.0.1,38.577794551849365,8800,11,[],[],8800,800,8800,84.675,95.775,0.0,"[0.016, 0.016]",0.0005,52455.09375,0.10379645228385925,104910.390625,0.03711933642625809,"[0.02514992281794548, 0.02483164332807064]",4.505845069885254
-223.5999999999997,-864.3000000000001,-454.4250000000001,nan,0,2,9600,800,0,-211.90000000000003,-301.2250000000002,-443.40000000000003,153.19999999999993,False,0,12,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-33-58,1651512838,2.706792116165161,41.284586668014526,74326,Myless-MBP.lan,127.0.0.1,41.284586668014526,9600,12,[],[],9600,800,9600,76.325,95.64999999999999,0.0,"[0.032, 0.032]",0.0005,40133.875,0.11937296390533447,80267.9921875,0.05051605403423309,"[0.024856919422745705, 0.02271340787410736]",4.4023027420043945
-244.29999999999973,-602.8999999999992,-364.1249999999998,nan,0,2,10400,800,0,-212.39999999999972,-249.30000000000018,-264.0000000000004,114.82499999999959,False,0,13,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-01,1651512841,2.7421751022338867,44.02676177024841,74326,Myless-MBP.lan,127.0.0.1,44.02676177024841,10400,13,[],[],10400,800,10400,83.53333333333333,95.7,0.0,"[0.064, 0.064]",0.0005,18622.94140625,0.10840485990047455,37246.09765625,0.036040522158145905,"[0.020027825608849525, 0.015859652310609818]",4.396045684814453
-192.1999999999998,-325.8000000000002,-252.07500000000005,nan,0,2,11200,800,0,-268.7999999999998,-499.47500000000014,-803.7000000000014,-247.4000000000001,False,0,14,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-03,1651512843,2.6750237941741943,46.70178556442261,74326,Myless-MBP.lan,127.0.0.1,46.70178556442261,11200,14,[],[],11200,800,11200,75.39999999999999,95.6,0.0,"[0.128, 0.128]",0.0005,6529.3056640625,0.1052982360124588,13058.818359375,0.031100694090127945,"[0.02091175876557827, 0.014863675460219383]",4.457167625427246
-258.7000000000002,-749.8000000000013,-415.22500000000053,nan,0,2,12000,800,0,-226.70000000000005,-423.80000000000024,-845.0000000000007,-8.574999999999704,False,0,15,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-06,1651512846,2.5541341304779053,49.25591969490051,74326,Myless-MBP.lan,127.0.0.1,49.25591969490051,12000,15,[],[],12000,800,12000,63.150000000000006,95.475,0.0,"[0.256, 0.128]",0.0005,21491.93359375,0.09956008195877075,42984.0625,0.02057935856282711,"[0.01067176554352045, 0.01335438247770071]",4.441739559173584
-161.79999999999978,-1033.8000000000013,-585.8500000000006,nan,0,2,12800,800,0,-154.7999999999997,-468.75000000000057,-1021.7000000000014,117.10000000000002,False,0,16,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-08,1651512848,2.4379091262817383,51.69382882118225,74326,Myless-MBP.lan,127.0.0.1,51.69382882118225,12800,16,[],[],12800,800,12800,64.2,95.40000000000002,0.0,"[0.256, 0.128]",0.0005,55994.85546875,0.1157868355512619,111989.9375,0.028145523741841316,"[0.01394963264465332, 0.015122388489544392]",4.4388227462768555
-84.79999999999998,-721.2999999999996,-427.65000000000003,nan,0,2,13600,800,0,-202.69999999999968,-252.50000000000003,-271.50000000000034,175.15,False,0,17,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-11,1651512851,2.6335010528564453,54.327329874038696,74326,Myless-MBP.lan,127.0.0.1,54.327329874038696,13600,17,[],[],13600,800,13600,60.575,95.4,0.0,"[0.256, 0.256]",0.0005,26931.779296875,0.09677381813526154,53863.74609375,0.02670901268720627,"[0.014110496267676353, 0.010815689340233803]",4.2671003341674805
-174.10000000000002,-574.6,-321.2750000000001,nan,0,2,14400,800,0,-202.79999999999967,-267.2999999999999,-353.8000000000006,53.97500000000019,False,0,18,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-14,1651512854,2.7526190280914307,57.07994890213013,74326,Myless-MBP.lan,127.0.0.1,57.07994890213013,14400,18,[],[],14400,800,14400,73.60000000000001,95.43333333333334,0.0,"[0.256, 0.256]",0.0005,9941.27734375,0.10090053081512451,19882.75,0.027620241045951843,"[0.01412913203239441, 0.012802201323211193]",4.257012367248535
-198.7999999999997,-387.80000000000086,-264.0500000000002,nan,0,2,15200,800,0,-53.700000000000024,-181.9,-264.4000000000002,82.15000000000018,False,0,19,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-17,1651512857,2.980739116668701,60.06068801879883,74326,Myless-MBP.lan,127.0.0.1,60.06068801879883,15200,19,[],[],15200,800,15200,74.10000000000001,95.5,0.0,"[0.256, 0.256]",0.0005,6881.1455078125,0.11018651723861694,13762.5029296875,0.03691995516419411,"[0.01622869074344635, 0.017186403274536133]",4.055089950561523
-188.7999999999997,-362.8000000000009,-262.1750000000001,nan,0,2,16000,800,0,-239.7999999999996,-354.3750000000003,-601.8000000000014,-92.20000000000016,False,0,20,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-20,1651512860,3.317528247833252,63.37821626663208,74326,Myless-MBP.lan,127.0.0.1,63.37821626663208,16000,20,[],[],16000,800,16000,78.0,95.38000000000001,0.0,"[0.512, 0.512]",0.0005,6161.2265625,0.09801459312438965,12322.638671875,0.027946550399065018,"[0.008659476414322853, 0.011569492518901825]",4.181500434875488
-193.20000000000016,-264.60000000000053,-231.92500000000013,nan,0,2,16800,800,0,-219.70000000000027,-433.9250000000003,-879.3000000000011,-202.00000000000017,False,0,21,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-23,1651512863,2.6641719341278076,66.04238820075989,74326,Myless-MBP.lan,127.0.0.1,66.04238820075989,16800,21,[],[],16800,800,16800,71.60000000000001,95.33333333333333,0.0,"[0.512, 0.512]",0.0005,5488.517578125,0.0944407731294632,10977.21484375,0.035326533019542694,"[0.009536237455904484, 0.010010913945734501]",4.02359676361084
-204.7999999999997,-278.79999999999984,-254.5,nan,0,2,17600,800,0,-183.7999999999997,-223.87499999999977,-287.59999999999957,30.625000000000227,False,0,22,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-25,1651512865,2.425058126449585,68.46744632720947,74326,Myless-MBP.lan,127.0.0.1,68.46744632720947,17600,22,[],[],17600,800,17600,47.2,95.3,0.0,"[0.512, 0.512]",0.0005,6188.0234375,0.09256742894649506,12376.22265625,0.061929427087306976,"[0.008616488426923752, 0.009218419902026653]",3.8926429748535156
-214.3000000000003,-251.30000000000027,-233.92500000000007,nan,0,2,18400,800,0,-260.10000000000025,-358.15000000000015,-526.8000000000005,-124.22500000000008,False,0,23,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-28,1651512868,2.4579272270202637,70.92537355422974,74326,Myless-MBP.lan,127.0.0.1,70.92537355422974,18400,23,[],[],18400,800,18400,60.333333333333336,95.33333333333333,0.0,"[0.512, 0.512]",0.0005,5681.4921875,0.1091669350862503,11363.193359375,0.03414174169301987,"[0.009106314741075039, 0.00983829889446497]",3.8024942874908447
-214.79999999999978,-314.2999999999999,-257.1749999999999,nan,0,2,19200,800,0,-156.7999999999998,-207.30000000000007,-242.60000000000036,49.87499999999983,False,0,24,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-31,1651512871,2.6664469242095947,73.59182047843933,74326,Myless-MBP.lan,127.0.0.1,73.59182047843933,19200,24,[],[],19200,800,19200,70.30000000000001,95.44999999999999,0.0,"[0.512, 0.512]",0.0005,6998.8427734375,0.09229583293199539,13997.8583984375,0.02703876420855522,"[0.011211054399609566, 0.009257204830646515]",3.84950852394104
-114.79999999999983,-275.79999999999984,-194.29999999999976,nan,0,2,20000,800,0,-140.7999999999997,-229.2750000000001,-389.80000000000143,-34.975000000000335,False,0,25,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-33,1651512873,2.6432361602783203,76.23505663871765,74326,Myless-MBP.lan,127.0.0.1,76.23505663871765,20000,25,[],[],20000,800,20000,72.0,95.63333333333333,0.0,"[0.512, 0.512]",0.0005,3294.86328125,0.08542640507221222,6589.8876953125,0.032370470464229584,"[0.009884271770715714, 0.00942182820290327]",3.8178765773773193
-198.2,-276.60000000000053,-235.92500000000013,nan,0,2,20800,800,0,-155.79999999999976,-222.37500000000003,-280.79999999999984,13.550000000000097,False,0,26,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-36,1651512876,3.141929864883423,79.37698650360107,74326,Myless-MBP.lan,127.0.0.1,79.37698650360107,20800,26,[],[],20800,800,20800,78.375,95.725,0.0,"[0.512, 0.512]",0.0005,5204.36572265625,0.08361126482486725,10408.888671875,0.024672236293554306,"[0.008836247958242893, 0.009265822358429432]",3.692465305328369
-211.2000000000003,-292.7999999999999,-253.14999999999986,nan,0,2,21600,800,0,-164.6999999999997,-222.54999999999984,-282.8999999999999,30.600000000000023,False,0,27,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-41,1651512881,4.376343011856079,83.75332951545715,74326,Myless-MBP.lan,127.0.0.1,83.75332951545715,21600,27,[],[],21600,800,21600,92.39999999999999,95.73333333333333,0.0,"[0.512, 0.512]",0.0005,5956.27734375,0.09116258472204208,11912.728515625,0.030386434867978096,"[0.009817671030759811, 0.009500477463006973]",3.795703887939453
-239.70000000000036,-313.30000000000024,-264.2750000000003,nan,0,2,22400,800,0,-227.20000000000016,-310.50000000000017,-451.1,-46.22499999999985,False,0,28,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-44,1651512884,2.7107560634613037,86.46408557891846,74326,Myless-MBP.lan,127.0.0.1,86.46408557891846,22400,28,[],[],22400,800,22400,74.45,95.64999999999999,0.0,"[0.512, 0.512]",0.0005,7338.9384765625,0.056596506386995316,14677.9765625,0.06268590688705444,"[0.013845193199813366, 0.014621998183429241]",3.513772964477539
-191.7000000000001,-259.60000000000025,-238.37500000000023,nan,0,2,23200,800,0,-205.5000000000003,-255.5000000000001,-288.29999999999967,-17.124999999999886,False,0,29,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-46,1651512886,2.661097288131714,89.12518286705017,74326,Myless-MBP.lan,127.0.0.1,89.12518286705017,23200,29,[],[],23200,800,23200,74.875,95.7,0.0,"[0.512, 0.512]",0.0005,5885.0830078125,0.06211589276790619,11770.28125,0.025593571364879608,"[0.008808582089841366, 0.007673397660255432]",3.409956932067871
-259.8000000000003,-278.10000000000014,-266.8250000000003,nan,0,2,24000,800,0,-244.70000000000016,-508.9499999999998,-948.1999999999989,-242.12499999999955,False,0,30,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-50,1651512890,3.076730966567993,92.20191383361816,74326,Myless-MBP.lan,127.0.0.1,92.20191383361816,24000,30,[],[],24000,800,24000,72.95,95.7,0.0,"[0.512, 0.512]",0.0005,7316.44970703125,0.06104881316423416,14633.017578125,0.032374702394008636,"[0.004248542245477438, 0.004293712787330151]",3.113980293273926
-97.79999999999987,-327.8000000000005,-225.04999999999995,nan,0,2,24800,800,0,-168.69999999999976,-201.17499999999967,-222.4999999999997,23.875000000000284,False,0,31,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-52,1651512892,2.513834238052368,94.71574807167053,74326,Myless-MBP.lan,127.0.0.1,94.71574807167053,24800,31,[],[],24800,800,24800,75.13333333333333,95.59999999999998,0.0,"[0.256, 0.256]",0.0005,4497.216796875,0.08463625609874725,8994.59765625,0.03184191510081291,"[0.008636529557406902, 0.009482605382800102]",3.632535457611084
-222.19999999999976,-263.49999999999994,-249.82500000000005,nan,0,2,25600,800,0,-198.80000000000004,-234.00000000000017,-279.5000000000001,15.824999999999875,False,0,32,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-55,1651512895,2.4978280067443848,97.21357607841492,74326,Myless-MBP.lan,127.0.0.1,97.21357607841492,25600,32,[],[],25600,800,25600,69.225,95.625,0.0,"[0.256, 0.256]",0.0005,6214.953125,0.050849854946136475,12430.0,0.024772727862000465,"[0.017196688801050186, 0.015645302832126617]",3.0587668418884277
-141.69999999999985,-274.6999999999998,-214.97499999999974,nan,0,2,26400,800,0,-108.79999999999984,-176.74999999999983,-282.7999999999999,38.22499999999991,False,0,33,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-34-57,1651512897,2.501461982727051,99.71503806114197,74326,Myless-MBP.lan,127.0.0.1,99.71503806114197,26400,33,[],[],26400,800,26400,70.89999999999999,95.63333333333333,0.0,"[0.512, 0.512]",0.0005,3854.132080078125,0.0762273296713829,7708.408203125,0.02300233207643032,"[0.008380360901355743, 0.007583933882415295]",3.342100143432617
-26.800000000000036,-800.8000000000012,-268.7750000000002,nan,0,2,27200,800,0,-142.2,-191.09999999999982,-277.79999999999984,77.67500000000038,False,0,34,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-35-00,1651512900,2.375166893005371,102.09020495414734,74326,Myless-MBP.lan,127.0.0.1,102.09020495414734,27200,34,[],[],27200,800,27200,63.43333333333334,95.63333333333333,0.0,"[0.512, 0.512]",0.0005,18470.357421875,0.09636273235082626,36940.8984375,0.018448615446686745,"[0.009101812727749348, 0.00794279295951128]",3.9590721130371094
-140.7999999999997,-331.79999999999984,-233.14999999999986,nan,0,2,28000,800,0,-198.7999999999997,-219.87499999999994,-253.6000000000003,13.27499999999992,False,0,35,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-35-02,1651512902,2.4411768913269043,104.53138184547424,74326,Myless-MBP.lan,127.0.0.1,104.53138184547424,28000,35,[],[],28000,800,28000,62.0,95.6,0.0,"[0.512, 0.512]",0.0005,5859.208984375,0.06531336903572083,11718.537109375,0.017691142857074738,"[0.009901691228151321, 0.01216654758900404]",3.289146900177002
-112.79999999999981,-273.7999999999998,-207.57500000000002,nan,0,2,28800,800,0,-171.79999999999978,-209.62499999999994,-271.99999999999994,-2.049999999999926,False,0,36,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-35-07,1651512907,4.560081243515015,109.09146308898926,74326,Myless-MBP.lan,127.0.0.1,109.09146308898926,28800,36,[],[],28800,800,28800,90.8,95.61666666666666,0.0,"[0.512, 0.512]",0.0005,4011.7177734375,0.0567719042301178,8023.5419921875,0.03282003104686737,"[0.008104213513433933, 0.007748637814074755]",3.259620189666748
-186.59999999999968,-226.79999999999964,-201.99999999999966,nan,0,2,29600,800,0,-176.79999999999973,-276.3000000000001,-485.80000000000126,-74.30000000000047,False,0,37,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-35-09,1651512909,2.498791217803955,111.59025430679321,74326,Myless-MBP.lan,127.0.0.1,111.59025430679321,29600,37,[],[],29600,800,29600,76.76666666666667,95.23333333333333,0.0,"[0.512, 0.512]",0.0005,3329.57177734375,0.0996742844581604,6659.3369140625,0.02734280750155449,"[0.006186690181493759, 0.0060783373191952705]",3.0764272212982178
-123.79999999999983,-621.5999999999996,-397.8500000000002,nan,0,2,30400,800,0,-199.79999999999967,-261.1249999999999,-300.4,136.7250000000003,False,0,38,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-35-12,1651512912,2.4866578578948975,114.07691216468811,74326,Myless-MBP.lan,127.0.0.1,114.07691216468811,30400,38,[],[],30400,800,30400,71.46666666666665,95.33333333333333,0.0,"[0.256, 0.256]",0.0005,27339.01953125,0.057418689131736755,54678.1484375,0.026877466589212418,"[0.0065669952891767025, 0.006623190827667713]",2.9579243659973145
-199.79999999999967,-613.800000000001,-357.8000000000003,nan,0,2,31200,800,0,-233.69999999999968,-348.5000000000002,-588.8000000000013,9.300000000000068,False,0,39,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-35-14,1651512914,2.6292099952697754,116.70612215995789,74326,Myless-MBP.lan,127.0.0.1,116.70612215995789,31200,39,[],[],31200,800,31200,72.22500000000001,95.475,0.0,"[0.128, 0.128]",0.0005,15581.63671875,0.05351095646619797,31163.37890625,0.016600482165813446,"[0.0031131685245782137, 0.0033307706471532583]",2.652291774749756
-166.79999999999978,-499.80000000000126,-300.5500000000002,nan,0,2,32000,800,0,-142.7999999999998,-189.79999999999973,-212.79999999999967,110.75000000000045,False,0,40,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-35-19,1651512919,4.928404092788696,121.63452625274658,74326,Myless-MBP.lan,127.0.0.1,121.63452625274658,32000,40,[],[],32000,800,32000,93.25,95.25,0.0,"[0.064, 0.064]",0.0005,11514.451171875,0.07752521336078644,23029.0546875,0.029218843206763268,"[0.010065135546028614, 0.015963774174451828]",3.137216329574585
-215.9000000000003,-263.8000000000001,-246.87500000000023,nan,0,2,32800,800,0,-247.30000000000027,-254.55000000000032,-260.2000000000003,-7.675000000000097,False,0,41,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-35-23,1651512923,3.3997490406036377,125.03427529335022,74326,Myless-MBP.lan,127.0.0.1,125.03427529335022,32800,41,[],[],32800,800,32800,83.32,95.46000000000001,0.0,"[0.064, 0.128]",0.0005,6162.8076171875,0.04213531315326691,12325.685546875,0.04479702562093735,"[0.07107805460691452, 0.07186678051948547]",2.956021308898926
-202.79999999999967,-390.4,-304.00000000000034,nan,0,2,33600,800,0,-75.8,-183.25000000000006,-234.20000000000027,120.75000000000028,False,0,42,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-35-26,1651512926,3.170423984527588,128.2046992778778,74326,Myless-MBP.lan,127.0.0.1,128.2046992778778,33600,42,[],[],33600,800,33600,86.675,95.6,0.0,"[0.128, 0.256]",0.0005,9866.41796875,0.07731777429580688,19732.984375,0.023977376520633698,"[0.012517038732767105, 0.02229059301316738]",3.1946654319763184
-201.79999999999967,-417.80000000000143,-261.8000000000003,nan,0,2,34400,800,0,-178.69999999999976,-387.9249999999997,-892.499999999999,-126.12499999999943,False,0,43,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-35-30,1651512930,3.997314691543579,132.2020139694214,74326,Myless-MBP.lan,127.0.0.1,132.2020139694214,34400,43,[],[],34400,800,34400,89.80000000000001,95.75,0.0,"[0.128, 0.512]",0.0005,6228.90771484375,0.09374465048313141,12457.998046875,0.024457156658172607,"[0.009774486534297466, 0.008099911734461784]",3.1621575355529785
-123.79999999999977,-642.3999999999999,-295.8749999999999,nan,0,2,35200,800,0,-164.79999999999978,-205.22499999999994,-237.79999999999964,90.64999999999995,False,0,44,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-35-34,1651512934,3.478529930114746,135.68054389953613,74326,Myless-MBP.lan,127.0.0.1,135.68054389953613,35200,44,[],[],35200,800,35200,91.575,95.72500000000001,0.0,"[0.128, 0.512]",0.0005,15521.2109375,0.06215744465589523,31042.52734375,0.03050486370921135,"[0.012884761206805706, 0.032793909311294556]",2.9269051551818848
-152.79999999999984,-675.8000000000014,-316.0500000000004,nan,0,2,36000,800,0,-211.00000000000023,-452.25000000000034,-1074.800000000001,-136.19999999999993,False,0,45,ef42d_00000,56a6e365b63e48c4a26ebd487003ecf8,2022-05-02_18-35-38,1651512938,4.27213716506958,139.9526810646057,74326,Myless-MBP.lan,127.0.0.1,139.9526810646057,36000,45,[],[],36000,800,36000,91.2,95.73333333333333,0.0,"[0.128, 1.024]",0.0005,13068.712890625,0.06448861211538315,26137.54296875,0.02103591337800026,"[0.007070882245898247, 0.011577822268009186]",3.023832321166992
