episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/grad_gnorm,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/entropy_coeff,info/learner/default_policy/learner_stats/policy_entropy,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss
-308.6,-989.6,-649.1,99.0,2,2,200,0,200,False,2,1,710f1_00000,57f143b0e3d544d4b81e07281b09e291,2022-05-09_10-21-53,1652088113,0.45875000953674316,0.45875000953674316,42600,dyn3135-164.wlan.ic.ac.uk,127.0.0.1,0.45875000953674316,0,1,"[-989.6, -308.6]","[99, 99]",0.2578190057584555,0.7324561034098711,0.0360838257440246,3.0932721525135607,0.0,473.081,422.761,0.446,448588.663,18.176,11003.473,1.339,200,200,200,200,44.9,95.7,0.0,17727.6,0.0005,0.01,1012.5185546875,-64966.2578125,769438.625
-28.60000000000007,-1135.100000000001,-623.3431034482762,99.0,56,2,5800,0,5800,False,58,2,710f1_00000,57f143b0e3d544d4b81e07281b09e291,2022-05-09_10-22-04,1652088124,10.247202157974243,10.705952167510986,42600,dyn3135-164.wlan.ic.ac.uk,127.0.0.1,10.705952167510986,0,2,"[-989.6, -308.6, -1030.7000000000014, -266.69999999999976, -1059.1, -334.70000000000067, -1048.7000000000012, -999.9000000000005, -424.1, -1133.0000000000011, -269.1, -1063.5000000000007, -501.70000000000124, -276.59999999999985, -727.7000000000014, -767.7000000000014, -1088.900000000001, -1005.7000000000014, -141.5999999999997, -890.7000000000011, -287.6999999999999, -998.8, -478.000000000001, -284.8, -241.99999999999972, -1098.4, -1059.4, -463.6, -202.79999999999978, -282.6999999999999, -905.9000000000005, -981.7000000000012, -1134.7000000000005, -1135.100000000001, -472.60000000000144, -330.70000000000005, -146.7999999999999, -296.7000000000001, -287.1, -28.60000000000007, -633.6000000000014, -777.9, -634.7000000000014, -466.3, -1073.4000000000005, -1133.7000000000005, -785.9000000000003, -197.79999999999995, -164.10000000000002, -938.7000000000012, -291.7, -411.0, -220.59999999999962, -205.69999999999965, -133.6999999999997, -1132.4000000000005, -602.5000000000005, -903.8000000000012]","[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]",0.33031375300839144,0.693895724954758,0.032224645677508844,2.301950261193683,0.0,366.016,546.425,0.332,601894.812,15.83,12634.359,1.016,5800,5800,5800,5800,50.542857142857144,95.70000000000002,0.0,73510.23,0.0005,0.01,974.6156616210938,-43137.10546875,517491.125
-28.60000000000007,-1135.100000000001,-430.7690000000002,99.0,54,2,11200,0,11200,False,112,3,710f1_00000,57f143b0e3d544d4b81e07281b09e291,2022-05-09_10-22-14,1652088134,10.165379047393799,20.871331214904785,42600,dyn3135-164.wlan.ic.ac.uk,127.0.0.1,20.871331214904785,0,3,"[-501.70000000000124, -276.59999999999985, -727.7000000000014, -767.7000000000014, -1088.900000000001, -1005.7000000000014, -141.5999999999997, -890.7000000000011, -287.6999999999999, -998.8, -478.000000000001, -284.8, -241.99999999999972, -1098.4, -1059.4, -463.6, -202.79999999999978, -282.6999999999999, -905.9000000000005, -981.7000000000012, -1134.7000000000005, -1135.100000000001, -472.60000000000144, -330.70000000000005, -146.7999999999999, -296.7000000000001, -287.1, -28.60000000000007, -633.6000000000014, -777.9, -634.7000000000014, -466.3, -1073.4000000000005, -1133.7000000000005, -785.9000000000003, -197.79999999999995, -164.10000000000002, -938.7000000000012, -291.7, -411.0, -220.59999999999962, -205.69999999999965, -133.6999999999997, -1132.4000000000005, -602.5000000000005, -903.8000000000012, -224.59999999999968, -631.7000000000014, -979.6000000000013, -227.59999999999965, -232.0, -205.69999999999976, -278.6999999999999, -363.6000000000009, -461.7000000000011, -254.6999999999998, -188.69999999999968, -387.9, -258.9, -236.4999999999997, -193.2, -207.69999999999982, -252.29999999999964, -187.89999999999998, -396.6000000000013, -203.8999999999997, -275.69999999999976, -319.9999999999998, -177.69999999999965, -175.69999999999968, -242.69999999999965, -173.10000000000002, -218.59999999999965, -191.1999999999997, -208.69999999999973, -625.7000000000014, -224.69999999999968, -204.69999999999968, -261.6999999999997, -912.9000000000012, -387.70000000000107, -272.59999999999985, -289.69999999999993, -182.69999999999987, -177.7999999999999, -270.69999999999976, -202.6999999999997, -245.7999999999997, -546.3, -228.69999999999962, -268.69999999999976, -199.40000000000003, -230.49999999999972, -210.2, -176.7, -200.29999999999967, -277.7, -277.6999999999998, -356.7000000000008, -261.5]","[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]",0.32293428992346773,0.6923830542458156,0.03202584818485809,2.28273123220603,0.0,383.867,521.014,0.367,545423.147,16.43,12172.698,1.106,11200,11200,11200,11200,46.03571428571428,95.6857142857143,0.0,32891.93,0.0005,0.01,840.219482421875,-16380.603515625,59100.796875
-48.70000000000009,-912.9000000000012,-242.78499999999988,99.0,54,2,16600,0,16600,False,166,4,710f1_00000,57f143b0e3d544d4b81e07281b09e291,2022-05-09_10-22-24,1652088144,10.241297006607056,31.11262822151184,42600,dyn3135-164.wlan.ic.ac.uk,127.0.0.1,31.11262822151184,0,4,"[-461.7000000000011, -254.6999999999998, -188.69999999999968, -387.9, -258.9, -236.4999999999997, -193.2, -207.69999999999982, -252.29999999999964, -187.89999999999998, -396.6000000000013, -203.8999999999997, -275.69999999999976, -319.9999999999998, -177.69999999999965, -175.69999999999968, -242.69999999999965, -173.10000000000002, -218.59999999999965, -191.1999999999997, -208.69999999999973, -625.7000000000014, -224.69999999999968, -204.69999999999968, -261.6999999999997, -912.9000000000012, -387.70000000000107, -272.59999999999985, -289.69999999999993, -182.69999999999987, -177.7999999999999, -270.69999999999976, -202.6999999999997, -245.7999999999997, -546.3, -228.69999999999962, -268.69999999999976, -199.40000000000003, -230.49999999999972, -210.2, -176.7, -200.29999999999967, -277.7, -277.6999999999998, -356.7000000000008, -261.5, -246.4, -199.69999999999965, -184.59999999999965, -247.59999999999962, -266.4999999999999, -173.69999999999973, -260.3, -155.6999999999997, -211.59999999999962, -171.6999999999997, -190.69999999999965, -163.69999999999987, -208.69999999999968, -179.2, -271.69999999999976, -202.49999999999997, -240.69999999999968, -201.69999999999965, -217.59999999999962, -268.69999999999976, -184.8999999999998, -167.49999999999972, -187.69999999999965, -227.6999999999999, -48.70000000000009, -223.99999999999972, -253.69999999999962, -191.4999999999999, -209.69999999999962, -178.69999999999968, -264.6999999999997, -192.59999999999977, -234.49999999999997, -174.5, -261.5999999999997, -234.69999999999965, -262.8999999999997, -268.69999999999976, -266.69999999999976, -230.3, -235.49999999999963, -186.49999999999974, -196.69999999999962, -155.7, -181.2999999999999, -225.59999999999977, -257.20000000000005, -250.4999999999999, -216.59999999999962, -217.69999999999962, -212.79999999999995, -194.69999999999965, -245.69999999999962, -266.4999999999999]","[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]",0.3182532083282573,0.691982688689359,0.03192373608584712,2.28939882679566,0.0,382.427,522.976,0.348,574562.192,18.163,11011.302,1.258,16600,16600,16600,16600,45.5,95.70000000000002,0.0,25656.682,0.0005,0.01,750.3959350585938,-12687.9453125,35147.22265625
-48.70000000000009,-271.6999999999998,-220.32199999999978,99.0,54,2,21800,0,21800,False,220,5,710f1_00000,57f143b0e3d544d4b81e07281b09e291,2022-05-09_10-22-34,1652088154,10.096468210220337,41.20909643173218,42600,dyn3135-164.wlan.ic.ac.uk,127.0.0.1,41.20909643173218,0,5,"[-211.59999999999962, -171.6999999999997, -190.69999999999965, -163.69999999999987, -208.69999999999968, -179.2, -271.69999999999976, -202.49999999999997, -240.69999999999968, -201.69999999999965, -217.59999999999962, -268.69999999999976, -184.8999999999998, -167.49999999999972, -187.69999999999965, -227.6999999999999, -48.70000000000009, -223.99999999999972, -253.69999999999962, -191.4999999999999, -209.69999999999962, -178.69999999999968, -264.6999999999997, -192.59999999999977, -234.49999999999997, -174.5, -261.5999999999997, -234.69999999999965, -262.8999999999997, -268.69999999999976, -266.69999999999976, -230.3, -235.49999999999963, -186.49999999999974, -196.69999999999962, -155.7, -181.2999999999999, -225.59999999999977, -257.20000000000005, -250.4999999999999, -216.59999999999962, -217.69999999999962, -212.79999999999995, -194.69999999999965, -245.69999999999962, -266.4999999999999, -179.69999999999968, -270.69999999999976, -172.69999999999965, -200.2, -235.59999999999965, -262.6999999999997, -264.59999999999974, -262.6999999999997, -250.69999999999965, -178.6999999999997, -260.5, -270.5999999999998, -178.29999999999998, -175.69999999999965, -183.60000000000002, -231.69999999999962, -270.69999999999976, -257.39999999999975, -198.69999999999965, -262.2, -233.69999999999962, -253.5, -236.39999999999992, -203.69999999999962, -184.69999999999965, -261.4999999999997, -224.69999999999965, -156.6999999999997, -221.69999999999968, -231.2999999999999, -265.2999999999997, -217.69999999999965, -245.69999999999962, -179.69999999999968, -197.69999999999965, -228.59999999999962, -224.89999999999992, -211.69999999999968, -249.0999999999997, -204.6999999999997, -246.69999999999962, -212.59999999999968, -236.69999999999965, -167.69999999999965, -202.69999999999962, -214.09999999999985, -255.0, -254.69999999999965, -220.9999999999999, -246.69999999999965, -209.60000000000002, -271.6999999999998, -262.49999999999983, -193.0]","[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]",0.3179636117965244,0.691820801298627,0.03188125715830602,2.3002545723953736,0.0,385.74,518.484,0.366,546453.521,16.332,12245.75,1.076,21800,21800,21800,21800,44.857142857142854,95.70000000000002,0.0,29054.254,0.0005,0.01,765.4693603515625,-14117.7666015625,54011.84765625
-156.6999999999997,-316.6,-226.63699999999974,99.0,54,2,27200,0,27200,False,274,6,710f1_00000,57f143b0e3d544d4b81e07281b09e291,2022-05-09_10-22-44,1652088164,10.137411832809448,51.346508264541626,42600,dyn3135-164.wlan.ic.ac.uk,127.0.0.1,51.346508264541626,0,6,"[-250.69999999999965, -178.6999999999997, -260.5, -270.5999999999998, -178.29999999999998, -175.69999999999965, -183.60000000000002, -231.69999999999962, -270.69999999999976, -257.39999999999975, -198.69999999999965, -262.2, -233.69999999999962, -253.5, -236.39999999999992, -203.69999999999962, -184.69999999999965, -261.4999999999997, -224.69999999999965, -156.6999999999997, -221.69999999999968, -231.2999999999999, -265.2999999999997, -217.69999999999965, -245.69999999999962, -179.69999999999968, -197.69999999999965, -228.59999999999962, -224.89999999999992, -211.69999999999968, -249.0999999999997, -204.6999999999997, -246.69999999999962, -212.59999999999968, -236.69999999999965, -167.69999999999965, -202.69999999999962, -214.09999999999985, -255.0, -254.69999999999965, -220.9999999999999, -246.69999999999965, -209.60000000000002, -271.6999999999998, -262.49999999999983, -193.0, -221.69999999999965, -187.6999999999998, -233.19999999999968, -269.69999999999976, -243.59999999999962, -269.69999999999976, -268.69999999999976, -183.69999999999968, -231.59999999999968, -205.69999999999965, -214.69999999999962, -244.59999999999962, -199.49999999999963, -197.69999999999962, -185.69999999999965, -276.8999999999997, -211.69999999999965, -210.9999999999999, -201.69999999999965, -209.29999999999964, -233.49999999999986, -272.6999999999998, -180.69999999999965, -237.69999999999965, -273.69999999999976, -266.6999999999997, -169.6999999999997, -204.69999999999965, -249.60000000000002, -182.59999999999968, -179.0, -271.6999999999998, -201.59999999999962, -203.6999999999997, -176.6999999999997, -212.9999999999999, -262.6999999999997, -184.69999999999968, -259.69999999999965, -258.6, -269.69999999999976, -266.69999999999976, -209.7, -247.09999999999982, -264.69999999999976, -221.69999999999965, -268.3999999999999, -268.69999999999976, -203.69999999999965, -166.10000000000002, -197.69999999999965, -268.59999999999974, -316.6, -196.69999999999968]","[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]",0.31681964585186523,0.6916460696873082,0.031854172355766444,2.305674418001426,0.0,378.085,528.981,0.388,515650.848,16.903,11832.189,1.071,27200,27200,27200,27200,48.73571428571427,95.70000000000002,0.0,28110.273,0.0005,0.01,761.210205078125,-14497.537109375,42931.1484375
-162.6999999999997,-377.6000000000007,-234.3879999999998,99.0,54,2,32600,0,32600,False,328,7,710f1_00000,57f143b0e3d544d4b81e07281b09e291,2022-05-09_10-22-55,1652088175,10.333098649978638,61.679606914520264,42600,dyn3135-164.wlan.ic.ac.uk,127.0.0.1,61.679606914520264,0,7,"[-231.59999999999968, -205.69999999999965, -214.69999999999962, -244.59999999999962, -199.49999999999963, -197.69999999999962, -185.69999999999965, -276.8999999999997, -211.69999999999965, -210.9999999999999, -201.69999999999965, -209.29999999999964, -233.49999999999986, -272.6999999999998, -180.69999999999965, -237.69999999999965, -273.69999999999976, -266.6999999999997, -169.6999999999997, -204.69999999999965, -249.60000000000002, -182.59999999999968, -179.0, -271.6999999999998, -201.59999999999962, -203.6999999999997, -176.6999999999997, -212.9999999999999, -262.6999999999997, -184.69999999999968, -259.69999999999965, -258.6, -269.69999999999976, -266.69999999999976, -209.7, -247.09999999999982, -264.69999999999976, -221.69999999999965, -268.3999999999999, -268.69999999999976, -203.69999999999965, -166.10000000000002, -197.69999999999965, -268.59999999999974, -316.6, -196.69999999999968, -270.69999999999976, -208.69999999999962, -268.59999999999974, -253.69999999999965, -200.69999999999962, -272.69999999999976, -215.69999999999965, -270.69999999999976, -210.29999999999987, -232.19999999999985, -266.6999999999997, -272.2, -220.69999999999968, -256.5999999999997, -262.5999999999999, -237.69999999999965, -276.59999999999985, -377.6000000000007, -266.69999999999976, -241.59999999999962, -258.69999999999965, -222.69999999999965, -260.6999999999997, -182.59999999999962, -205.69999999999962, -191.89999999999984, -187.8, -193.79999999999978, -205.79999999999978, -264.69999999999976, -260.4, -268.69999999999976, -190.59999999999965, -248.59999999999968, -253.69999999999965, -202.69999999999968, -273.5999999999998, -200.2, -270.59999999999974, -273.5999999999997, -269.59999999999974, -269.5999999999998, -265.59999999999974, -171.69999999999968, -238.59999999999965, -262.7, -178.6999999999997, -260.6999999999997, -301.70000000000005, -162.6999999999997, -267.69999999999976, -255.69999999999965, -198.69999999999965, -195.7999999999999]","[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]",0.3166504513292642,0.6956346647406613,0.031987400591981935,2.303172893174194,0.0,408.488,489.611,0.336,595232.243,17.081,11708.607,1.179,32600,32600,32600,32600,54.66428571428571,95.60000000000002,0.0,28566.932,0.0005,0.01,619.3361206054688,-11066.8193359375,56985.9140625
-162.6999999999997,-377.6000000000007,-238.6489999999998,99.0,52,2,37800,0,37800,False,380,8,710f1_00000,57f143b0e3d544d4b81e07281b09e291,2022-05-09_10-23-05,1652088185,10.065721988677979,71.74532890319824,42600,dyn3135-164.wlan.ic.ac.uk,127.0.0.1,71.74532890319824,0,8,"[-215.69999999999965, -270.69999999999976, -210.29999999999987, -232.19999999999985, -266.6999999999997, -272.2, -220.69999999999968, -256.5999999999997, -262.5999999999999, -237.69999999999965, -276.59999999999985, -377.6000000000007, -266.69999999999976, -241.59999999999962, -258.69999999999965, -222.69999999999965, -260.6999999999997, -182.59999999999962, -205.69999999999962, -191.89999999999984, -187.8, -193.79999999999978, -205.79999999999978, -264.69999999999976, -260.4, -268.69999999999976, -190.59999999999965, -248.59999999999968, -253.69999999999965, -202.69999999999968, -273.5999999999998, -200.2, -270.59999999999974, -273.5999999999997, -269.59999999999974, -269.5999999999998, -265.59999999999974, -171.69999999999968, -238.59999999999965, -262.7, -178.6999999999997, -260.6999999999997, -301.70000000000005, -162.6999999999997, -267.69999999999976, -255.69999999999965, -198.69999999999965, -195.7999999999999, -270.69999999999976, -202.69999999999965, -204.59999999999962, -211.59999999999962, -221.59999999999965, -224.69999999999987, -186.6999999999997, -224.69999999999962, -197.69999999999973, -179.6999999999997, -349.70000000000044, -228.69999999999965, -242.69999999999962, -229.59999999999965, -262.2, -261.6999999999997, -261.5999999999997, -258.5999999999996, -239.69999999999962, -262.5999999999997, -267.59999999999974, -263.6999999999997, -262.6999999999997, -228.49999999999963, -266.69999999999976, -254.69999999999965, -222.69999999999968, -246.69999999999965, -254.59999999999965, -234.69999999999962, -244.69999999999965, -193.69999999999965, -289.6999999999999, -184.59999999999968, -203.69999999999965, -202.69999999999962, -259.6999999999997, -234.69999999999968, -254.99999999999986, -259.5, -263.59999999999974, -262.6999999999997, -229.59999999999962, -179.69999999999965, -236.59999999999965, -266.69999999999976, -219.59999999999965, -221.69999999999965, -208.69999999999965, -178.6999999999997, -263.6999999999997, -256.69999999999965]","[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]",0.31845270951225346,0.7045078964207799,0.03231136018606683,2.3056647619626736,0.0,362.538,551.667,0.3,666450.147,16.02,12484.199,1.043,37800,37800,37800,37800,58.45714285714286,95.70000000000002,0.0,31423.158,0.0005,0.01,472.2530212402344,-9079.7734375,64763.8671875
-173.6999999999997,-369.70000000000067,-233.80999999999977,99.0,56,2,43200,0,43200,False,436,9,710f1_00000,57f143b0e3d544d4b81e07281b09e291,2022-05-09_10-23-15,1652088195,9.992567777633667,81.73789668083191,42600,dyn3135-164.wlan.ic.ac.uk,127.0.0.1,81.73789668083191,0,9,"[-197.69999999999973, -179.6999999999997, -349.70000000000044, -228.69999999999965, -242.69999999999962, -229.59999999999965, -262.2, -261.6999999999997, -261.5999999999997, -258.5999999999996, -239.69999999999962, -262.5999999999997, -267.59999999999974, -263.6999999999997, -262.6999999999997, -228.49999999999963, -266.69999999999976, -254.69999999999965, -222.69999999999968, -246.69999999999965, -254.59999999999965, -234.69999999999962, -244.69999999999965, -193.69999999999965, -289.6999999999999, -184.59999999999968, -203.69999999999965, -202.69999999999962, -259.6999999999997, -234.69999999999968, -254.99999999999986, -259.5, -263.59999999999974, -262.6999999999997, -229.59999999999962, -179.69999999999965, -236.59999999999965, -266.69999999999976, -219.59999999999965, -221.69999999999965, -208.69999999999965, -178.6999999999997, -263.6999999999997, -256.69999999999965, -231.59999999999962, -265.6999999999997, -256.69999999999965, -190.69999999999965, -194.69999999999965, -210.69999999999962, -219.0999999999997, -237.69999999999965, -262.6999999999997, -260.6999999999997, -217.59999999999962, -175.6999999999997, -185.69999999999965, -258.69999999999965, -226.69999999999965, -265.6999999999997, -222.69999999999962, -264.69999999999976, -203.69999999999965, -369.70000000000067, -268.69999999999976, -264.69999999999976, -174.59999999999968, -261.6999999999997, -220.69999999999965, -193.79999999999995, -193.69999999999965, -188.69999999999968, -258.69999999999965, -257.5999999999997, -237.69999999999962, -210.69999999999965, -173.6999999999997, -252.69999999999965, -202.59999999999962, -249.59999999999962, -224.59999999999962, -178.69999999999968, -192.59999999999962, -257.5999999999999, -266.69999999999976, -260.9, -177.6999999999997, -173.6999999999997, -268.59999999999974, -195.69999999999962, -268.69999999999976, -262.6999999999997, -196.69999999999965, -262.6999999999997, -194.69999999999965, -235.69999999999962, -211.69999999999965, -237.69999999999962, -197.69999999999965, -191.69999999999965]","[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]",0.3207172777157507,0.7076826561632182,0.03241871636921422,2.305249098126732,0.0,364.239,549.089,0.294,681114.648,15.912,12569.35,1.037,43200,43200,43200,43200,47.63076923076923,95.65384615384613,0.0,25155.414,0.0005,0.01,547.9661254882812,-8673.5419921875,35044.71484375
-123.59999999999978,-369.70000000000067,-212.92899999999975,99.0,54,2,48600,0,48600,False,490,10,710f1_00000,57f143b0e3d544d4b81e07281b09e291,2022-05-09_10-23-25,1652088205,9.970648765563965,91.70854544639587,42600,dyn3135-164.wlan.ic.ac.uk,127.0.0.1,91.70854544639587,0,10,"[-217.59999999999962, -175.6999999999997, -185.69999999999965, -258.69999999999965, -226.69999999999965, -265.6999999999997, -222.69999999999962, -264.69999999999976, -203.69999999999965, -369.70000000000067, -268.69999999999976, -264.69999999999976, -174.59999999999968, -261.6999999999997, -220.69999999999965, -193.79999999999995, -193.69999999999965, -188.69999999999968, -258.69999999999965, -257.5999999999997, -237.69999999999962, -210.69999999999965, -173.6999999999997, -252.69999999999965, -202.59999999999962, -249.59999999999962, -224.59999999999962, -178.69999999999968, -192.59999999999962, -257.5999999999999, -266.69999999999976, -260.9, -177.6999999999997, -173.6999999999997, -268.59999999999974, -195.69999999999962, -268.69999999999976, -262.6999999999997, -196.69999999999965, -262.6999999999997, -194.69999999999965, -235.69999999999962, -211.69999999999965, -237.69999999999962, -197.69999999999965, -191.69999999999965, -185.10000000000002, -217.69999999999965, -266.69999999999976, -235.69999999999965, -263.6999999999997, -179.59999999999962, -197.69999999999965, -227.69999999999962, -172.79999999999995, -196.69999999999965, -209.69999999999962, -201.59999999999962, -209.59999999999965, -155.59999999999968, -180.5999999999997, -193.69999999999965, -179.1999999999997, -217.69999999999965, -196.69999999999965, -194.8, -202.59999999999968, -165.69999999999965, -271.69999999999976, -164.69999999999968, -201.69999999999968, -157.6999999999998, -216.69999999999965, -267.69999999999976, -201.2, -176.69999999999968, -215.59999999999965, -191.69999999999965, -186.69999999999965, -200.79999999999978, -184.69999999999968, -199.69999999999962, -217.69999999999965, -199.69999999999965, -171.69999999999968, -123.59999999999978, -209.59999999999962, -190.6999999999997, -217.59999999999962, -203.59999999999962, -133.69999999999976, -202.69999999999965, -215.69999999999968, -209.69999999999965, -198.69999999999968, -202.69999999999968, -169.69999999999968, -204.69999999999965, -209.59999999999968, -265.69999999999965]","[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]",0.32115620646982856,0.7057306229436509,0.03234818268721622,2.2986378349616747,0.0,373.579,535.362,0.307,652200.902,17.934,11152.246,1.476,48600,48600,48600,48600,41.50714285714286,95.59999999999998,0.0,18681.344,0.0005,0.01,542.7410888671875,-5885.5849609375,33170.9609375
